repository,pr_number,author,primary_reviewer,first_review_latency_hours,discussion_volume,loc_changed,prior_prs,acceptance_rate,formal_reviews,experience_category
AvaloniaUI/Avalonia,20331,Youssef1313,maxkatz6,14.58,20,499,2,1.0,0,Reliable Author
AvaloniaUI/Avalonia,20312,MrJul,maxkatz6,309.34,6,306,137,1.0,314,Core Reviewer
AvaloniaUI/Avalonia,20303,jsuarezruiz,MrJul,28.32,12,1160,5,0.8,0,Reliable Author
AvaloniaUI/Avalonia,20154,ThadHouse,MrJul,421.95,40,306,3,0.67,0,Noisy Author
AvaloniaUI/Avalonia,20107,Gillibald,copilot-pull-request-reviewer,0.31,11,2451,71,0.9,39,Core Reviewer
AvaloniaUI/Avalonia,19852,Gillibald,copilot-pull-request-reviewer,91.2,19,10336,71,0.9,39,Core Reviewer
AvaloniaUI/Avalonia,19713,tompnub,MrJul,2522.01,9,10,1,1.0,0,Novice
AvaloniaUI/Avalonia,19589,grokys,copilot-pull-request-reviewer,0.11,18,2568,23,1.0,30,Core Reviewer
AvaloniaUI/Avalonia,19310,kerams,MrJul,139.28,9,171,4,1.0,0,Reliable Author
AvaloniaUI/Avalonia,18913,TomEdwardsEnscape,MrJul,3859.19,6,66,26,0.85,2,Reliable Author
microsoft/semantic-kernel,13600,roji,markwallace-microsoft,3.25,2,36,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13593,roji,westey-m,1.15,2,329,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13580,alzarei,markwallace-microsoft,72.12,1,1821,16,0.81,1,Reliable Author
microsoft/semantic-kernel,13573,roji,westey-m,40.72,2,661,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13572,roji,markwallace-microsoft,0.07,3,31,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13571,copilot-swe-agent,markwallace-microsoft,0.09,3,6,0,0.0,0,Novice
microsoft/semantic-kernel,13569,roji,westey-m,44.18,2,742,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13567,westey-m,SergeyMenshykh,0.05,4,10,138,0.93,403,Core Reviewer
microsoft/semantic-kernel,13564,alzarei,roji,4.26,1,114,16,0.81,1,Reliable Author
microsoft/semantic-kernel,13552,rogerbarreto,SergeyMenshykh,0.24,2,4,98,0.91,315,Core Reviewer
microsoft/semantic-kernel,13550,roji,westey-m,17.69,2,1238,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13546,alzarei,markwallace-microsoft,21.49,1,2,16,0.81,1,Reliable Author
microsoft/semantic-kernel,13544,copilot-swe-agent,stephentoub,0.58,10,322,0,0.0,0,Novice
microsoft/semantic-kernel,13543,alzarei,copilot-pull-request-reviewer,2.13,2,47,16,0.81,1,Reliable Author
microsoft/semantic-kernel,13542,alzarei,markwallace-microsoft,3.55,2,15,16,0.81,1,Reliable Author
microsoft/semantic-kernel,13541,alzarei,copilot-pull-request-reviewer,2.6,2,66,16,0.81,1,Reliable Author
microsoft/semantic-kernel,13535,alzarei,markwallace-microsoft,2.84,1,328,16,0.81,1,Reliable Author
microsoft/semantic-kernel,13533,eavanvalkenburg,moonbox3,0.52,2,3877,149,0.93,223,Core Reviewer
microsoft/semantic-kernel,13526,copilot-swe-agent,lokitoth,0.65,3,4,0,0.0,0,Novice
microsoft/semantic-kernel,13524,copilot-swe-agent,roji,0.73,3,6,0,0.0,0,Novice
microsoft/semantic-kernel,13514,roji,adamsitnik,3.62,6,524,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13512,roji,adamsitnik,15.9,3,377,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13503,moonbox3,peibekwe,0.1,2,2,193,0.96,303,Core Reviewer
microsoft/semantic-kernel,13502,roji,westey-m,63.17,4,558,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13501,roji,westey-m,25.48,4,372,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13499,moonbox3,dmytrostruk,0.84,3,343,193,0.96,303,Core Reviewer
microsoft/semantic-kernel,13485,roji,westey-m,0.43,2,2222,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13484,roji,westey-m,0.12,3,9877,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13479,rogerbarreto,SergeyMenshykh,0.08,2,19,98,0.91,315,Core Reviewer
microsoft/semantic-kernel,13478,rogerbarreto,SergeyMenshykh,0.13,5,343,98,0.91,315,Core Reviewer
microsoft/semantic-kernel,13472,markwallace-microsoft,westey-m,0.75,2,2,193,0.86,513,Core Reviewer
microsoft/semantic-kernel,13471,roji,copilot-pull-request-reviewer,0.17,3,1486,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13470,roji,copilot-pull-request-reviewer,4.23,3,692,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13465,roji,westey-m,1.75,8,302,91,0.97,72,Core Reviewer
microsoft/semantic-kernel,13464,copilot-swe-agent,markwallace-microsoft,45.72,3,67,0,0.0,0,Novice
microsoft/semantic-kernel,13462,eavanvalkenburg,moonbox3,0.14,6,222,149,0.93,223,Core Reviewer
microsoft/semantic-kernel,13460,markwallace-microsoft,SergeyMenshykh,0.89,2,4,193,0.86,513,Core Reviewer
microsoft/semantic-kernel,13459,moonbox3,dmytrostruk,0.04,2,2,193,0.96,303,Core Reviewer
microsoft/semantic-kernel,13457,eavanvalkenburg,dmytrostruk,2.79,3,176,149,0.93,223,Core Reviewer
microsoft/semantic-kernel,13455,moonbox3,dmytrostruk,0.32,2,5,193,0.96,303,Core Reviewer
microsoft/semantic-kernel,13452,markwallace-microsoft,TaoChenOSU,6.08,4,245,193,0.86,513,Core Reviewer
microsoft/semantic-kernel,13451,markwallace-microsoft,SergeyMenshykh,0.55,7,12,193,0.86,513,Core Reviewer
microsoft/semantic-kernel,13449,rogerbarreto,SergeyMenshykh,0.06,3,14,98,0.91,315,Core Reviewer
microsoft/semantic-kernel,13440,eavanvalkenburg,dmytrostruk,12.01,3,11,149,0.93,223,Core Reviewer
microsoft/semantic-kernel,13404,copilot-swe-agent,SergeyMenshykh,141.82,15,1464,0,0.0,0,Novice
microsoft/semantic-kernel,13291,moonbox3,alliscode,2159.52,5,1831,193,0.96,303,Core Reviewer
microsoft/semantic-kernel,13256,copilot-swe-agent,stephentoub,1.81,22,412,0,0.0,0,Novice
dotnet/maui,34286,StephaneDelcroix,copilot-pull-request-reviewer,0.09,7,14,147,0.87,125,Core Reviewer
dotnet/maui,34282,jfversluis,copilot-pull-request-reviewer,0.03,2,2,158,0.84,305,Core Reviewer
dotnet/maui,34260,PureWeen,copilot-pull-request-reviewer,0.08,5,2214,205,0.86,472,Core Reviewer
dotnet/maui,34259,jfversluis,copilot-pull-request-reviewer,0.06,1,278,158,0.84,305,Core Reviewer
dotnet/maui,34255,jfversluis,copilot-pull-request-reviewer,0.03,2,12,158,0.84,305,Core Reviewer
dotnet/maui,34250,yuriikyry4enko,jfversluis,12.9,10,18,1,1.0,0,Novice
dotnet/maui,34216,jonathanpeppers,copilot-pull-request-reviewer,0.03,3,15,21,0.76,52,Core Reviewer
dotnet/maui,34209,KarthikRajaKalaimani,kubaflo,2.53,4,7,28,0.71,0,Noisy Author
dotnet/maui,34193,StephaneDelcroix,copilot-pull-request-reviewer,0.08,3,213,147,0.87,125,Core Reviewer
dotnet/maui,34192,TamilarasanSF4853,kubaflo,5.71,2,76,57,0.96,0,Reliable Author
dotnet/maui,34186,StephaneDelcroix,copilot-pull-request-reviewer,0.08,2,121,147,0.87,125,Core Reviewer
dotnet/maui,34183,StephaneDelcroix,copilot-pull-request-reviewer,0.05,3,152,147,0.87,125,Core Reviewer
dotnet/maui,34178,PaulAndersonS,kubaflo,11.59,1,2,5,1.0,0,Reliable Author
dotnet/maui,34160,PureWeen,copilot-pull-request-reviewer,0.09,2,611,205,0.86,472,Core Reviewer
dotnet/maui,34144,copilot-swe-agent,copilot-pull-request-reviewer,21.57,2,490,0,0.0,0,Novice
dotnet/maui,34140,mattleibow,copilot-pull-request-reviewer,0.1,1,1531,111,0.74,256,Core Reviewer
dotnet/maui,34137,StephaneDelcroix,copilot-pull-request-reviewer,0.01,3,144,147,0.87,125,Core Reviewer
dotnet/maui,34133,simonrozsival,MartyIX,18.13,4,199,45,0.71,85,Core Reviewer
dotnet/maui,34126,HarishwaranVijayakumar,copilot-pull-request-reviewer,5.42,6,97,29,0.79,0,Reliable Author
dotnet/maui,34111,rmarinho,copilot-pull-request-reviewer,0.05,1,990,362,0.88,643,Core Reviewer
dotnet/maui,34110,SubhikshaSf4851,copilot-pull-request-reviewer,0.23,20,149,32,0.94,0,Reliable Author
dotnet/maui,34109,kubaflo,copilot-pull-request-reviewer,0.03,2,12,255,0.6,318,Core Reviewer
dotnet/maui,34072,dotnet-maestro,davidnguyen-tech,0.12,6,9,0,0.0,0,Novice
dotnet/maui,34067,jeremy-visionaid,jfversluis,144.22,2,2,5,0.8,0,Reliable Author
dotnet/maui,34059,PureWeen,copilot-pull-request-reviewer,0.02,1,2,205,0.86,472,Core Reviewer
dotnet/maui,34055,StephaneDelcroix,copilot-pull-request-reviewer,0.04,3,125,147,0.87,125,Core Reviewer
dotnet/maui,34053,copilot-swe-agent,sbomer,40.81,5,8,0,0.0,0,Novice
dotnet/maui,34047,dartasen,copilot-pull-request-reviewer,0.17,8,23,1,1.0,1,Novice
dotnet/maui,34045,rmarinho,copilot-pull-request-reviewer,0.07,1,1409,362,0.88,643,Core Reviewer
dotnet/maui,34043,rmarinho,copilot-pull-request-reviewer,0.04,1,1086,362,0.88,643,Core Reviewer
dotnet/maui,34037,mattleibow,copilot-pull-request-reviewer,0.05,2,2,111,0.74,256,Core Reviewer
dotnet/maui,34036,Shalini-Ashokan,copilot-pull-request-reviewer,49.43,4,21,35,0.69,2,Noisy Author
dotnet/maui,34032,MFinkBK,jfversluis,154.98,8,6,1,1.0,0,Novice
dotnet/maui,34028,StephaneDelcroix,copilot-pull-request-reviewer,0.06,3,20,147,0.87,125,Core Reviewer
dotnet/maui,34026,PureWeen,copilot-pull-request-reviewer,0.03,2,6,205,0.86,472,Core Reviewer
dotnet/maui,34025,mattleibow,copilot-pull-request-reviewer,0.05,1,7,111,0.74,256,Core Reviewer
dotnet/maui,34023,PureWeen,copilot-pull-request-reviewer,0.17,54,1053,205,0.86,472,Core Reviewer
dotnet/maui,34003,PureWeen,copilot-pull-request-reviewer,0.04,1,4,205,0.86,472,Core Reviewer
dotnet/maui,34001,PureWeen,copilot-pull-request-reviewer,0.05,1,3,205,0.86,472,Core Reviewer
dotnet/maui,33999,mattleibow,copilot-pull-request-reviewer,0.05,13,116,111,0.74,256,Core Reviewer
dotnet/maui,33997,rmarinho,copilot-pull-request-reviewer,0.01,14,66,362,0.88,643,Core Reviewer
dotnet/maui,33995,jfversluis,copilot-pull-request-reviewer,0.17,3,446,158,0.84,305,Core Reviewer
dotnet/maui,33994,StephaneDelcroix,copilot-pull-request-reviewer,0.16,2,123,147,0.87,125,Core Reviewer
dotnet/maui,33993,jfversluis,copilot-pull-request-reviewer,0.16,2,401,158,0.84,305,Core Reviewer
dotnet/maui,33988,PureWeen,copilot-pull-request-reviewer,0.17,2,14,205,0.86,472,Core Reviewer
dotnet/maui,33981,copilot-swe-agent,copilot-pull-request-reviewer,21.37,5,4,0,0.0,0,Novice
dotnet/maui,33980,rmarinho,copilot-pull-request-reviewer,0.02,6,31,362,0.88,643,Core Reviewer
dotnet/maui,33978,LogishaSelvarajSF4525,copilot-pull-request-reviewer,1.62,7,6,22,1.0,0,Reliable Author
dotnet/maui,33963,StephaneDelcroix,copilot-pull-request-reviewer,0.04,4,17,147,0.87,125,Core Reviewer
dotnet/maui,33957,rmarinho,copilot-pull-request-reviewer,0.01,3,10,362,0.88,643,Core Reviewer
dotnet/maui,33946,dotnet-maestro,rmarinho,8.27,3,20,0,0.0,0,Novice
dotnet/maui,33941,rmarinho,copilot-pull-request-reviewer,0.01,1,4,362,0.88,643,Core Reviewer
dotnet/maui,33937,copilot-swe-agent,PureWeen,0.37,8,678,0,0.0,0,Novice
dotnet/maui,33935,rmarinho,copilot-pull-request-reviewer,0.01,1,244,362,0.88,643,Core Reviewer
dotnet/maui,33928,rmarinho,copilot-pull-request-reviewer,0.01,7,2,362,0.88,643,Core Reviewer
dotnet/maui,33924,rmarinho,copilot-pull-request-reviewer,0.06,5,8495,362,0.88,643,Core Reviewer
dotnet/maui,33914,StephaneDelcroix,copilot-pull-request-reviewer,0.16,9,173,147,0.87,125,Core Reviewer
dotnet/maui,33912,rmarinho,copilot-pull-request-reviewer,0.01,3,6694,362,0.88,643,Core Reviewer
dotnet/maui,33911,rmarinho,copilot-pull-request-reviewer,0.01,3,6694,362,0.88,643,Core Reviewer
dotnet/maui,33910,TamilarasanSF4853,copilot-pull-request-reviewer,0.28,13,71,57,0.96,0,Reliable Author
dotnet/maui,33905,kubaflo,copilot-pull-request-reviewer,0.08,2,320,255,0.6,318,Core Reviewer
dotnet/maui,33901,PureWeen,copilot-pull-request-reviewer,0.16,3,14,205,0.86,472,Core Reviewer
dotnet/maui,33899,dotnet-maestro,rmarinho,59.01,1,9,0,0.0,0,Novice
dotnet/maui,33898,dotnet-maestro,rmarinho,16.73,1,24,0,0.0,0,Novice
dotnet/maui,33896,PureWeen,mattleibow,0.02,8,9,205,0.86,472,Core Reviewer
dotnet/maui,33894,copilot-swe-agent,rmarinho,18.6,1,2,0,0.0,0,Novice
dotnet/maui,33890,dotnet-maestro,rmarinho,0.76,3,24,0,0.0,0,Novice
dotnet/maui,33889,KarthikRajaKalaimani,copilot-pull-request-reviewer,25.47,7,134,28,0.71,0,Noisy Author
dotnet/maui,33887,dotnet-maestro,rmarinho,13.82,5,210,0,0.0,0,Novice
dotnet/maui,33884,PureWeen,copilot-pull-request-reviewer,0.16,5,59,205,0.86,472,Core Reviewer
dotnet/maui,33882,StephaneDelcroix,copilot-pull-request-reviewer,0.17,4,80,147,0.87,125,Core Reviewer
dotnet/maui,33881,StephaneDelcroix,copilot-pull-request-reviewer,0.17,2,74,147,0.87,125,Core Reviewer
dotnet/maui,33880,StephaneDelcroix,copilot-pull-request-reviewer,0.16,2,10,147,0.87,125,Core Reviewer
dotnet/maui,33874,StephaneDelcroix,copilot-pull-request-reviewer,0.16,3,75,147,0.87,125,Core Reviewer
dotnet/maui,33872,StephaneDelcroix,simonrozsival,14.02,8,79,147,0.87,125,Core Reviewer
dotnet/maui,33861,PureWeen,kubaflo,7.89,4,530,205,0.86,472,Core Reviewer
dotnet/maui,33860,sheiksyedm,PureWeen,7.56,5,273,17,0.76,13,Core Reviewer
dotnet/maui,33856,dotnet-maestro,rmarinho,0.59,5,24,0,0.0,0,Novice
dotnet/maui,33854,Ahamed-Ali,simonrozsival,6.53,3,4,45,0.8,2,Reliable Author
dotnet/maui,33853,Shalini-Ashokan,PureWeen,351.62,5,112,35,0.69,2,Noisy Author
dotnet/maui,33851,dotnet-maestro,rmarinho,7.62,1,6,0,0.0,0,Novice
dotnet/maui,33849,StephaneDelcroix,copilot-pull-request-reviewer,0.01,2,24,147,0.87,125,Core Reviewer
dotnet/maui,33847,rmarinho,copilot-pull-request-reviewer,0.0,1,2,362,0.88,643,Core Reviewer
dotnet/maui,33846,rmarinho,copilot-pull-request-reviewer,0.0,1,242,362,0.88,643,Core Reviewer
dotnet/maui,33845,akoeplinger,copilot-pull-request-reviewer,2.35,2,2,2,0.5,1,Noisy Author
dotnet/maui,33844,rmarinho,copilot-pull-request-reviewer,0.0,1,4,362,0.88,643,Core Reviewer
dotnet/maui,33838,HarishKumarSF4517,PureWeen,80.21,12,60,45,0.98,0,Reliable Author
dotnet/maui,33836,simonrozsival,copilot-pull-request-reviewer,0.2,4,432,45,0.71,85,Core Reviewer
dotnet/maui,33832,rmarinho,copilot-pull-request-reviewer,0.0,3,111,362,0.88,643,Core Reviewer
dotnet/maui,33831,jfversluis,copilot-pull-request-reviewer,0.18,13,966,158,0.84,305,Core Reviewer
dotnet/maui,33830,davidortinau,copilot-pull-request-reviewer,0.03,2,5,2,1.0,0,Reliable Author
dotnet/maui,33825,csigs,copilot-pull-request-reviewer,0.03,2,1053,12,0.75,0,Reliable Author
dotnet/maui,33824,StephaneDelcroix,copilot-pull-request-reviewer,0.16,8,101,147,0.87,125,Core Reviewer
dotnet/maui,33818,pshoey,copilot-pull-request-reviewer,0.16,9,24,1,1.0,0,Novice
dotnet/maui,33817,PureWeen,copilot-pull-request-reviewer,0.16,1,11,205,0.86,472,Core Reviewer
dotnet/maui,33816,rmarinho,copilot-pull-request-reviewer,0.01,2,111,362,0.88,643,Core Reviewer
dotnet/maui,33814,dotnet-maestro,jonathanpeppers,0.0,3,6,0,0.0,0,Novice
dotnet/maui,33813,PureWeen,copilot-pull-request-reviewer,0.11,2,1039,205,0.86,472,Core Reviewer
dotnet/maui,33808,rmarinho,copilot-pull-request-reviewer,0.02,10,3053,362,0.88,643,Core Reviewer
dotnet/maui,33806,PureWeen,kubaflo,0.05,2,34,205,0.86,472,Core Reviewer
dotnet/maui,33805,copilot-swe-agent,jonathanpeppers,16.78,5,747,0,0.0,0,Novice
dotnet/maui,33803,csigs,copilot-pull-request-reviewer,0.05,2,1091,12,0.75,0,Reliable Author
dotnet/maui,33801,rmarinho,copilot-pull-request-reviewer,0.01,3,4,362,0.88,643,Core Reviewer
dotnet/maui,33794,kubaflo,copilot-pull-request-reviewer,0.08,3,68,255,0.6,318,Core Reviewer
dotnet/maui,33793,kubaflo,copilot-pull-request-reviewer,0.06,3,42,255,0.6,318,Core Reviewer
dotnet/maui,33790,rmarinho,copilot-pull-request-reviewer,0.0,4,10,362,0.88,643,Core Reviewer
dotnet/maui,33789,rmarinho,copilot-pull-request-reviewer,0.01,1,2,362,0.88,643,Core Reviewer
dotnet/maui,33788,NirmalKumarYuvaraj,copilot-pull-request-reviewer,3.48,13,130,43,0.74,2,Noisy Author
dotnet/maui,33779,PureWeen,copilot-pull-request-reviewer,0.21,10,4594,205,0.86,472,Core Reviewer
dotnet/maui,33778,rmarinho,copilot-pull-request-reviewer,0.01,1,97,362,0.88,643,Core Reviewer
dotnet/maui,33771,kubaflo,copilot-pull-request-reviewer,0.08,4,193,255,0.6,318,Core Reviewer
dotnet/maui,33765,praveenkumarkarunanithi,copilot-pull-request-reviewer,3.75,24,48,25,0.76,0,Reliable Author
dotnet/maui,33762,copilot-swe-agent,copilot-pull-request-reviewer,1.11,2,225,0,0.0,0,Novice
dotnet/maui,33753,PureWeen,kubaflo,0.08,2,299,205,0.86,472,Core Reviewer
dotnet/maui,33752,PureWeen,copilot-pull-request-reviewer,0.02,2,2,205,0.86,472,Core Reviewer
dotnet/maui,33750,PureWeen,copilot-pull-request-reviewer,0.06,2,196,205,0.86,472,Core Reviewer
dotnet/maui,33749,PureWeen,copilot-pull-request-reviewer,0.17,5,58,205,0.86,472,Core Reviewer
dotnet/maui,33739,kubaflo,copilot-pull-request-reviewer,0.08,3,111,255,0.6,318,Core Reviewer
dotnet/maui,33737,Ahamed-Ali,copilot-pull-request-reviewer,0.63,20,166,45,0.8,2,Reliable Author
dotnet/maui,33730,dotnet-maestro,rmarinho,9.33,1,8,0,0.0,0,Novice
dotnet/maui,33727,copilot-swe-agent,jonathanpeppers,0.18,14,17,0,0.0,0,Novice
dotnet/maui,33726,StephaneDelcroix,copilot-pull-request-reviewer,0.17,8,176,147,0.87,125,Core Reviewer
dotnet/maui,33725,PureWeen,copilot-pull-request-reviewer,0.01,4,80610,205,0.86,472,Core Reviewer
dotnet/maui,33724,PureWeen,copilot-pull-request-reviewer,0.05,5,89437,205,0.86,472,Core Reviewer
dotnet/maui,33710,rmarinho,PureWeen,1.07,1,6,362,0.88,643,Core Reviewer
dotnet/maui,33708,rmarinho,copilot-pull-request-reviewer,0.0,2,15,362,0.88,643,Core Reviewer
dotnet/maui,33705,PureWeen,copilot-pull-request-reviewer,0.16,38,1603,205,0.86,472,Core Reviewer
dotnet/maui,33704,dotnet-bot,rmarinho,0.0,1,390,16,0.94,0,Reliable Author
dotnet/maui,33702,PureWeen,copilot-pull-request-reviewer,0.06,53,259,205,0.86,472,Core Reviewer
dotnet/maui,33699,PureWeen,copilot-pull-request-reviewer,0.1,2,1743,205,0.86,472,Core Reviewer
dotnet/maui,33681,StephaneDelcroix,simonrozsival,0.13,6,227,147,0.87,125,Core Reviewer
dotnet/maui,33680,jfversluis,copilot-pull-request-reviewer,0.17,3,180,158,0.84,305,Core Reviewer
dotnet/maui,33679,PureWeen,copilot-pull-request-reviewer,0.07,3,108,205,0.86,472,Core Reviewer
dotnet/maui,33675,jfversluis,copilot-pull-request-reviewer,0.04,4,7,158,0.84,305,Core Reviewer
dotnet/maui,33674,rmarinho,copilot-pull-request-reviewer,2.59,6,32,362,0.88,643,Core Reviewer
dotnet/maui,33671,rmarinho,copilot-pull-request-reviewer,0.01,4,105,362,0.88,643,Core Reviewer
dotnet/maui,33669,jfversluis,copilot-pull-request-reviewer,0.16,2,261,158,0.84,305,Core Reviewer
dotnet/maui,33668,SyedAbdulAzeemSF4852,copilot-pull-request-reviewer,0.61,8,863,44,0.73,0,Noisy Author
dotnet/maui,33667,jfversluis,copilot-pull-request-reviewer,0.16,2,23,158,0.84,305,Core Reviewer
dotnet/maui,33666,jfversluis,copilot-pull-request-reviewer,0.17,2,244,158,0.84,305,Core Reviewer
dotnet/maui,33663,jfversluis,copilot-pull-request-reviewer,0.04,3,704,158,0.84,305,Core Reviewer
dotnet/maui,33662,HarishKumarSF4517,copilot-pull-request-reviewer,0.44,7,2,45,0.98,0,Reliable Author
dotnet/maui,33656,StephaneDelcroix,copilot-pull-request-reviewer,0.17,2,191,147,0.87,125,Core Reviewer
dotnet/maui,33654,rmarinho,copilot-pull-request-reviewer,0.01,2,659,362,0.88,643,Core Reviewer
dotnet/maui,33652,dotnet-maestro,rmarinho,2.54,6,52,0,0.0,0,Novice
dotnet/maui,33647,SuthiYuvaraj,copilot-pull-request-reviewer,0.16,5,60,33,0.61,0,Noisy Author
dotnet/maui,33646,HarishwaranVijayakumar,copilot-pull-request-reviewer,89.77,9,792,29,0.79,0,Reliable Author
dotnet/maui,33644,rmarinho,copilot-pull-request-reviewer,0.0,4,2,362,0.88,643,Core Reviewer
dotnet/maui,33643,NirmalKumarYuvaraj,copilot-pull-request-reviewer,0.32,4,9,43,0.74,2,Noisy Author
dotnet/maui,33641,jfversluis,copilot-pull-request-reviewer,0.01,2,38014,158,0.84,305,Core Reviewer
dotnet/maui,33638,copilot-swe-agent,copilot-pull-request-reviewer,8.2,2,405,0,0.0,0,Novice
dotnet/maui,33637,dotnet-maestro,rmarinho,21.07,1,120,0,0.0,0,Novice
dotnet/maui,33610,mattleibow,copilot-pull-request-reviewer,66.17,8,12820,111,0.74,256,Core Reviewer
dotnet/maui,33602,TamilarasanSF4853,PureWeen,31.4,22,79,57,0.96,0,Reliable Author
dotnet/maui,33590,Shalini-Ashokan,copilot-pull-request-reviewer,80.3,9,137,35,0.69,2,Noisy Author
dotnet/maui,33588,dotnet-maestro,rmarinho,7.72,3,20,0,0.0,0,Novice
dotnet/maui,33585,kubaflo,copilot-pull-request-reviewer,23.6,5,3967,255,0.6,318,Core Reviewer
dotnet/maui,33580,dotnet-bot,rmarinho,15.39,1,42,16,0.94,0,Reliable Author
dotnet/maui,33579,copilot-swe-agent,PureWeen,14.92,9,2307,0,0.0,0,Novice
dotnet/maui,33578,mattleibow,copilot-pull-request-reviewer,0.03,2,748,111,0.74,256,Core Reviewer
dotnet/maui,33576,rmarinho,copilot-pull-request-reviewer,0.0,1,76,362,0.88,643,Core Reviewer
dotnet/maui,33575,rmarinho,copilot-pull-request-reviewer,0.0,1,892,362,0.88,643,Core Reviewer
dotnet/maui,33574,PureWeen,copilot-pull-request-reviewer,0.17,8,3673,205,0.86,472,Core Reviewer
dotnet/maui,33573,copilot-swe-agent,copilot-pull-request-reviewer,29.98,8,1192,0,0.0,0,Novice
dotnet/maui,33572,rmarinho,copilot-pull-request-reviewer,0.0,1,2,362,0.88,643,Core Reviewer
dotnet/maui,33569,rmarinho,copilot-pull-request-reviewer,0.0,1,16,362,0.88,643,Core Reviewer
dotnet/maui,33567,rmarinho,copilot-pull-request-reviewer,0.0,5,1064,362,0.88,643,Core Reviewer
dotnet/maui,33563,dotnet-maestro,rmarinho,26.2,6,24,0,0.0,0,Novice
dotnet/maui,33562,simonrozsival,copilot-pull-request-reviewer,0.16,6,177,45,0.71,85,Core Reviewer
dotnet/maui,33559,BagavathiPerumal,copilot-pull-request-reviewer,54.65,5,222,25,0.84,0,Reliable Author
dotnet/maui,33558,BagavathiPerumal,copilot-pull-request-reviewer,51.74,13,102,25,0.84,0,Reliable Author
dotnet/maui,33548,rmarinho,copilot-pull-request-reviewer,0.0,2,2,362,0.88,643,Core Reviewer
dotnet/maui,33541,mattleibow,copilot-pull-request-reviewer,0.06,20,252,111,0.74,256,Core Reviewer
dotnet/maui,33537,copilot-swe-agent,copilot-pull-request-reviewer,1.29,11,25,0,0.0,0,Novice
dotnet/maui,33536,StephaneDelcroix,copilot-pull-request-reviewer,0.17,4,180,147,0.87,125,Core Reviewer
dotnet/maui,33533,StephaneDelcroix,copilot-pull-request-reviewer,0.16,3,293,147,0.87,125,Core Reviewer
dotnet/maui,33531,kubaflo,copilot-pull-request-reviewer,0.01,7,120,255,0.6,318,Core Reviewer
dotnet/maui,33526,praveenkumarkarunanithi,copilot-pull-request-reviewer,50.1,11,80,25,0.76,0,Reliable Author
dotnet/maui,33524,StephaneDelcroix,copilot-pull-request-reviewer,0.16,16,1132,147,0.87,125,Core Reviewer
dotnet/maui,33522,dotnet-maestro,rmarinho,64.18,4,118,0,0.0,0,Novice
dotnet/maui,33521,PureWeen,copilot-pull-request-reviewer,0.02,2,6,205,0.86,472,Core Reviewer
dotnet/maui,33520,PureWeen,copilot-pull-request-reviewer,0.03,1,5,205,0.86,472,Core Reviewer
dotnet/maui,33519,mattleibow,copilot-pull-request-reviewer,0.17,17,7363,111,0.74,256,Core Reviewer
dotnet/maui,33518,PureWeen,copilot-pull-request-reviewer,0.18,1,213,205,0.86,472,Core Reviewer
dotnet/maui,33513,kubaflo,copilot-pull-request-reviewer,0.12,4,675,255,0.6,318,Core Reviewer
dotnet/maui,33506,jfversluis,copilot-pull-request-reviewer,0.16,14,138,158,0.84,305,Core Reviewer
dotnet/maui,33504,copilot-swe-agent,jfversluis,1.33,5,2,0,0.0,0,Novice
dotnet/maui,33503,rmarinho,copilot-pull-request-reviewer,0.01,5,2,362,0.88,643,Core Reviewer
dotnet/maui,33494,rmarinho,copilot-pull-request-reviewer,0.01,4,168,362,0.88,643,Core Reviewer
dotnet/maui,33492,dotnet-maestro,rmarinho,2.4,3,25,0,0.0,0,Novice
dotnet/maui,33490,copilot-swe-agent,copilot-pull-request-reviewer,1.81,2,5,0,0.0,0,Novice
dotnet/maui,33478,SyedAbdulAzeemSF4852,copilot-pull-request-reviewer,0.2,6,1160,44,0.73,0,Noisy Author
dotnet/maui,33477,copilot-swe-agent,copilot-pull-request-reviewer,2.97,4,29,0,0.0,0,Novice
dotnet/maui,33474,rmarinho,copilot-pull-request-reviewer,0.0,14,54,362,0.88,643,Core Reviewer
dotnet/maui,33468,SyedAbdulAzeemSF4852,copilot-pull-request-reviewer,3.18,7,352,44,0.73,0,Noisy Author
dotnet/maui,33460,albyrock87,kubaflo,120.96,6,42,29,0.76,7,Core Reviewer
dotnet/maui,33455,mattleibow,PureWeen,0.04,3,6,111,0.74,256,Core Reviewer
dotnet/maui,33453,PureWeen,copilot-pull-request-reviewer,0.05,7,168,205,0.86,472,Core Reviewer
dotnet/maui,33449,copilot-swe-agent,copilot-pull-request-reviewer,1.39,13,48,0,0.0,0,Novice
