repository,pr_number,author,primary_reviewer,first_review_latency_hours,time_to_merge_hours,first_review_state,inline_comment_density,total_discussion_volume,loc_changed,prior_prs,acceptance_rate,formal_reviews,experience_category
microsoft/PowerToys,45693,michaeljolley,github-advanced-security,0.03,80.85,COMMENTED,0.0085,22,1296,51,0.75,197,Core Reviewer
microsoft/PowerToys,45676,zadjii-msft,jiripolasek,1.74,181.96,APPROVED,0.0,3,364,124,0.91,241,Core Reviewer
microsoft/PowerToys,45673,zadjii-msft,jiripolasek,1.31,185.75,DISMISSED,0.0061,5,823,124,0.91,241,Core Reviewer
microsoft/PowerToys,45632,niels9001,github-advanced-security,0.0,168.43,COMMENTED,0.5,7,6,82,0.91,170,Core Reviewer
microsoft/PowerToys,45614,jiripolasek,michaeljolley,70.06,118.07,APPROVED,0.0,1,18,232,0.9,61,Core Reviewer
microsoft/PowerToys,45613,jiripolasek,michaeljolley,70.63,118.64,APPROVED,0.0,1,320,232,0.9,61,Core Reviewer
microsoft/PowerToys,45601,daverayment,jiripolasek,1.61,160.42,APPROVED,0.0,4,12,45,0.84,6,Core Reviewer
microsoft/PowerToys,45589,jiripolasek,niels9001,21.0,21.0,APPROVED,0.0,1,6,232,0.9,61,Core Reviewer
microsoft/PowerToys,45585,jiripolasek,michaeljolley,101.68,149.69,APPROVED,0.0,2,253,232,0.9,61,Core Reviewer
microsoft/PowerToys,45582,vanzue,zadjii-msft,0.44,3.06,APPROVED,0.0,2,1,126,0.83,211,Core Reviewer
microsoft/PowerToys,45572,zadjii-msft,jiripolasek,16.44,279.33,COMMENTED,0.0049,3,203,124,0.91,241,Core Reviewer
microsoft/PowerToys,45570,jiripolasek,zadjii-msft,17.49,281.22,APPROVED,0.0,3,684,232,0.9,61,Core Reviewer
microsoft/PowerToys,45566,zadjii-msft,jiripolasek,9.61,173.28,COMMENTED,0.0059,4,337,124,0.91,241,Core Reviewer
microsoft/PowerToys,45555,shuaiyuanxx,github-advanced-security,0.0,19.34,COMMENTED,0.0124,2,565,65,0.77,111,Core Reviewer
microsoft/PowerToys,45542,niels9001,github-advanced-security,0.02,19.95,COMMENTED,0.0064,10,1094,82,0.91,170,Core Reviewer
microsoft/PowerToys,45534,niels9001,noraa-junker,0.54,9.09,COMMENTED,0.0147,4,272,82,0.91,170,Core Reviewer
microsoft/PowerToys,45532,niels9001,jiripolasek,177.12,311.41,APPROVED,0.0,13,107,82,0.91,170,Core Reviewer
microsoft/PowerToys,45522,yeelam-gordon,copilot-pull-request-reviewer,0.09,12.96,COMMENTED,0.0921,7,76,105,0.52,243,Core Reviewer
microsoft/PowerToys,45516,chatasweetie,jiripolasek,0.42,9.97,APPROVED,0.0,1,57,12,0.83,1,Reliable Author
microsoft/PowerToys,45513,niels9001,github-advanced-security,16.74,27.89,COMMENTED,0.0061,16,1139,82,0.91,170,Core Reviewer
microsoft/PowerToys,45508,jiripolasek,zadjii-msft,19.49,24.69,APPROVED,0.0,1,209,232,0.9,61,Core Reviewer
microsoft/PowerToys,45506,jiripolasek,github-advanced-security,0.07,48.87,COMMENTED,0.0024,3,422,232,0.9,61,Core Reviewer
microsoft/PowerToys,45505,jiripolasek,niels9001,0.03,53.53,APPROVED,0.0,5,27,232,0.9,61,Core Reviewer
microsoft/PowerToys,45502,jiripolasek,zadjii-msft,22.63,50.03,APPROVED,0.0,1,11,232,0.9,61,Core Reviewer
microsoft/PowerToys,45499,zadjii-msft,jiripolasek,0.19,23.87,APPROVED,0.0,1,35,124,0.91,241,Core Reviewer
microsoft/PowerToys,45498,jiripolasek,zadjii-msft,1.14,25.05,APPROVED,0.0,1,139,232,0.9,61,Core Reviewer
microsoft/PowerToys,45485,vanzue,jiripolasek,1.66,23.19,COMMENTED,0.1,4,30,126,0.83,211,Core Reviewer
microsoft/PowerToys,45460,jiripolasek,github-advanced-security,0.06,71.59,COMMENTED,0.009,3,111,232,0.9,61,Core Reviewer
microsoft/PowerToys,45449,shuaiyuanxx,moooyo,0.03,7.42,APPROVED,0.0,1,18,65,0.77,111,Core Reviewer
microsoft/PowerToys,45443,shuaiyuanxx,moooyo,3.65,3.65,APPROVED,0.0,1,27,65,0.77,111,Core Reviewer
microsoft/PowerToys,45432,zadjii-msft,github-advanced-security,0.0,169.38,COMMENTED,0.0115,4,261,124,0.91,241,Core Reviewer
microsoft/PowerToys,45420,snickler,copilot-pull-request-reviewer,0.04,153.73,COMMENTED,0.001,4,1011,21,0.9,11,Core Reviewer
microsoft/PowerToys,45419,vanzue,niels9001,1.05,1.26,APPROVED,0.0,2,1,126,0.83,211,Core Reviewer
microsoft/PowerToys,45390,shuaiyuanxx,moooyo,6.63,6.63,APPROVED,0.0,5,4,65,0.77,111,Core Reviewer
microsoft/PowerToys,45387,foxmsft,chakrik73,0.09,201.6,COMMENTED,0.026,12,77,8,1.0,5,Core Reviewer
microsoft/PowerToys,45386,foxmsft,chakrik73,1.05,2.32,APPROVED,0.0,3,10,8,1.0,5,Core Reviewer
microsoft/PowerToys,45381,jiripolasek,michaeljolley,26.69,26.69,APPROVED,0.0,1,2,232,0.9,61,Core Reviewer
microsoft/PowerToys,45379,jiripolasek,niels9001,13.43,125.53,COMMENTED,0.0222,5,45,232,0.9,61,Core Reviewer
microsoft/PowerToys,45374,jiripolasek,michaeljolley,75.38,123.38,APPROVED,0.0,1,455,232,0.9,61,Core Reviewer
microsoft/PowerToys,45367,niels9001,jiripolasek,0.06,9.67,APPROVED,0.0,1,2,82,0.91,170,Core Reviewer
microsoft/PowerToys,45362,vanzue,copilot-pull-request-reviewer,1.37,137.9,COMMENTED,0.0326,2,92,126,0.83,211,Core Reviewer
microsoft/PowerToys,45355,moooyo,github-advanced-security,0.0,23.89,COMMENTED,0.0024,5,1235,89,0.87,111,Core Reviewer
microsoft/PowerToys,45334,MarioHewardt,github-advanced-security,0.07,2.16,COMMENTED,0.0002,7,10818,6,0.83,4,Reliable Author
microsoft/PowerToys,45324,jiripolasek,michaeljolley,4.92,4.92,APPROVED,0.0,2,1,232,0.9,61,Core Reviewer
microsoft/PowerToys,45309,jiripolasek,michaeljolley,122.07,170.07,APPROVED,0.0,2,55,232,0.9,61,Core Reviewer
microsoft/PowerToys,45304,Jaylyn-Barbee,vanzue,8.87,8.87,APPROVED,0.0,2,11,35,0.74,14,Core Reviewer
microsoft/PowerToys,45303,mikehall-ms,niels9001,40.72,66.34,COMMENTED,0.0112,3,89,11,1.0,0,Reliable Author
microsoft/PowerToys,45290,vanzue,github-advanced-security,0.1,25.43,COMMENTED,0.004,10,5702,126,0.83,211,Core Reviewer
microsoft/PowerToys,45275,jiripolasek,github-advanced-security,0.06,28.56,COMMENTED,0.0093,3,430,232,0.9,61,Core Reviewer
microsoft/PowerToys,45251,jiripolasek,vanzue,0.0,20.57,APPROVED,0.0,5,11,232,0.9,61,Core Reviewer
microsoft/PowerToys,45250,jiripolasek,vanzue,0.0,49.82,APPROVED,0.0,2,2,232,0.9,61,Core Reviewer
microsoft/PowerToys,45236,yeelam-gordon,niels9001,7.65,16.95,APPROVED,0.0588,4,17,105,0.52,243,Core Reviewer
microsoft/PowerToys,45233,yeelam-gordon,copilot-pull-request-reviewer,0.05,17.01,COMMENTED,0.0,6,2,105,0.52,243,Core Reviewer
microsoft/PowerToys,45217,zadjii-msft,github-advanced-security,0.06,263.34,COMMENTED,0.0058,6,3259,124,0.91,241,Core Reviewer
microsoft/PowerToys,45211,vanzue,copilot-pull-request-reviewer,8.48,68.19,COMMENTED,0.0467,35,150,126,0.83,211,Core Reviewer
microsoft/PowerToys,45207,shuaiyuanxx,copilot-pull-request-reviewer,40.13,145.18,COMMENTED,0.0,3,22,65,0.77,111,Core Reviewer
microsoft/PowerToys,45204,yeelam-gordon,copilot-pull-request-reviewer,0.05,137.03,COMMENTED,0.0,6,5,105,0.52,243,Core Reviewer
microsoft/PowerToys,45194,vanzue,shuaiyuanxx,37.36,85.37,APPROVED,0.0,5,6,126,0.83,211,Core Reviewer
microsoft/PowerToys,45184,lei9444,moooyo,0.06,160.09,APPROVED,0.0,7,6,117,0.9,163,Core Reviewer
microsoft/PowerToys,45183,vanzue,lei9444,7.31,89.6,APPROVED,0.0,2,78,126,0.83,211,Core Reviewer
microsoft/PowerToys,45159,jiripolasek,michaeljolley,194.87,290.87,APPROVED,0.0,5,1180,232,0.9,61,Core Reviewer
microsoft/PowerToys,45125,Jaylyn-Barbee,zateutsch,3.85,140.69,APPROVED,0.0,1,52,35,0.74,14,Core Reviewer
microsoft/PowerToys,45112,vanzue,github-advanced-security,0.06,19.47,COMMENTED,0.0317,7,63,126,0.83,211,Core Reviewer
microsoft/PowerToys,45096,jiripolasek,vanzue,2.68,5.1,APPROVED,0.0,1,26,232,0.9,61,Core Reviewer
microsoft/PowerToys,45086,jiripolasek,michaeljolley,27.53,27.53,APPROVED,0.0,3,14,232,0.9,61,Core Reviewer
microsoft/PowerToys,45076,jiripolasek,michaeljolley,5.37,14.92,APPROVED,0.0,1,37,232,0.9,61,Core Reviewer
microsoft/PowerToys,45062,jiripolasek,zadjii-msft,43.18,81.88,APPROVED,0.0,2,4,232,0.9,61,Core Reviewer
microsoft/PowerToys,45057,jiripolasek,michaeljolley,29.2,84.56,APPROVED,0.0,6,316,232,0.9,61,Core Reviewer
microsoft/PowerToys,45033,htcfreek,vanzue,282.97,426.97,APPROVED,0.0,3,40,46,0.96,73,Core Reviewer
microsoft/PowerToys,45030,htcfreek,vanzue,283.42,428.32,APPROVED,0.0,3,22,46,0.96,73,Core Reviewer
microsoft/PowerToys,45028,htcfreek,niels9001,7.62,64.59,COMMENTED,0.1579,6,19,46,0.96,73,Core Reviewer
microsoft/PowerToys,44996,yeelam-gordon,vanzue,1.36,86.21,APPROVED,0.0,2,76,105,0.52,243,Core Reviewer
microsoft/PowerToys,44995,yeelam-gordon,copilot-pull-request-reviewer,0.17,65.03,COMMENTED,0.2,9,10,105,0.52,243,Core Reviewer
microsoft/PowerToys,44985,shuaiyuanxx,moooyo,0.17,65.83,APPROVED,0.0,1,48,65,0.77,111,Core Reviewer
microsoft/PowerToys,44982,shuaiyuanxx,github-advanced-security,0.03,4.02,COMMENTED,0.0952,5,42,65,0.77,111,Core Reviewer
microsoft/PowerToys,44973,jiripolasek,github-advanced-security,0.09,262.76,COMMENTED,0.0083,11,960,232,0.9,61,Core Reviewer
microsoft/PowerToys,44944,moooyo,shuaiyuanxx,0.02,20.57,APPROVED,0.0392,8,51,89,0.87,111,Core Reviewer
microsoft/PowerToys,44938,jiripolasek,zadjii-msft,8.0,10.31,APPROVED,0.0,3,61,232,0.9,61,Core Reviewer
microsoft/PowerToys,44936,mikehall-ms,vanzue,24.75,117.75,APPROVED,0.0116,14,2061,11,1.0,0,Reliable Author
microsoft/PowerToys,44931,vanzue,copilot-pull-request-reviewer,0.39,20.44,COMMENTED,0.018,5,111,126,0.83,211,Core Reviewer
microsoft/PowerToys,44912,chatasweetie,github-advanced-security,0.0,479.82,COMMENTED,0.035,4,200,12,0.83,1,Reliable Author
microsoft/PowerToys,44886,vanzue,zadjii-msft,0.25,38.37,APPROVED,0.0,3,26,126,0.83,211,Core Reviewer
microsoft/PowerToys,44880,mikehall-ms,niels9001,0.02,3.26,APPROVED,0.026,3,77,11,1.0,0,Reliable Author
microsoft/PowerToys,44863,lei9444,yeelam-gordon,0.12,0.84,APPROVED,0.0,2,2,117,0.9,163,Core Reviewer
microsoft/PowerToys,44862,shuaiyuanxx,vanzue,76.6,125.5,APPROVED,0.0,3,40,65,0.77,111,Core Reviewer
microsoft/PowerToys,44844,chatasweetie,carlos-zamora,6.49,23.13,COMMENTED,0.0,3,420,12,0.83,1,Reliable Author
microsoft/PowerToys,44817,vanzue,lei9444,20.16,20.18,APPROVED,0.0,1,34,126,0.83,211,Core Reviewer
microsoft/PowerToys,44815,vanzue,github-advanced-security,0.04,214.67,COMMENTED,0.0324,6,432,126,0.83,211,Core Reviewer
microsoft/PowerToys,44809,jiripolasek,github-advanced-security,0.06,224.11,COMMENTED,0.0006,6,1759,232,0.9,61,Core Reviewer
microsoft/PowerToys,44807,jiripolasek,michaeljolley,26.83,225.84,CHANGES_REQUESTED,0.0017,4,585,232,0.9,61,Core Reviewer
microsoft/PowerToys,44806,vanzue,niels9001,0.04,0.88,APPROVED,0.0,1,10,126,0.83,211,Core Reviewer
microsoft/PowerToys,44800,lei9444,yeelam-gordon,0.11,47.46,APPROVED,0.0,2,8,117,0.9,163,Core Reviewer
microsoft/PowerToys,44795,dend,github-advanced-security,0.0,56.93,COMMENTED,0.0081,10,1731,7,1.0,0,Reliable Author
microsoft/PowerToys,44793,niels9001,copilot-pull-request-reviewer,4.55,7.64,COMMENTED,0.0,3,12,82,0.91,170,Core Reviewer
microsoft/PowerToys,44781,RubenFricke,jiripolasek,0.67,58.39,APPROVED,0.0,4,3,3,1.0,0,Reliable Author
microsoft/PowerToys,44768,lei9444,vanzue,0.04,12.42,APPROVED,0.0,1,15,117,0.9,163,Core Reviewer
microsoft/PowerToys,44767,yeelam-gordon,copilot-pull-request-reviewer,0.18,505.93,COMMENTED,0.0157,16,191,105,0.52,243,Core Reviewer
microsoft/PowerToys,44762,yeelam-gordon,github-advanced-security,0.0,119.23,COMMENTED,0.0037,6,2966,105,0.52,243,Core Reviewer
microsoft/PowerToys,44761,moooyo,vanzue,0.07,1.4,APPROVED,0.0,1,2,89,0.87,111,Core Reviewer
microsoft/PowerToys,44760,lei9444,github-advanced-security,0.05,99.57,COMMENTED,0.0031,6,320,117,0.9,163,Core Reviewer
microsoft/PowerToys,44759,moooyo,lei9444,19.32,67.32,APPROVED,0.0,3,80,89,0.87,111,Core Reviewer
microsoft/PowerToys,44757,michaeljolley,jiripolasek,65.84,117.13,APPROVED,0.0,1,42,51,0.75,197,Core Reviewer
microsoft/PowerToys,44756,vanzue,lei9444,0.88,0.88,APPROVED,0.0,1,46,126,0.83,211,Core Reviewer
microsoft/PowerToys,44754,khmyznikov,vanzue,6.23,26.32,APPROVED,0.0,2,492,8,0.88,18,Core Reviewer
microsoft/PowerToys,44736,lei9444,copilot-pull-request-reviewer,0.53,363.45,COMMENTED,0.0,2,36,117,0.9,163,Core Reviewer
microsoft/PowerToys,44734,shuaiyuanxx,copilot-pull-request-reviewer,0.28,4.71,COMMENTED,0.0226,2,398,65,0.77,111,Core Reviewer
microsoft/PowerToys,44729,jiripolasek,github-advanced-security,0.1,452.12,COMMENTED,0.0175,9,972,232,0.9,61,Core Reviewer
microsoft/PowerToys,44721,niels9001,copilot-pull-request-reviewer,457.17,687.85,COMMENTED,0.0073,16,3271,82,0.91,170,Core Reviewer
microsoft/PowerToys,44716,moooyo,lei9444,0.76,1.57,APPROVED,0.0,1,2,89,0.87,111,Core Reviewer
microsoft/PowerToys,44715,moooyo,shuaiyuanxx,2.24,2.45,APPROVED,0.0,1,69,89,0.87,111,Core Reviewer
microsoft/PowerToys,44714,moooyo,vanzue,0.01,1.6,APPROVED,0.0,5,4,89,0.87,111,Core Reviewer
microsoft/PowerToys,44707,jiripolasek,michaeljolley,11.24,12.03,APPROVED,0.0,2,85,232,0.9,61,Core Reviewer
microsoft/PowerToys,44705,lei9444,yeelam-gordon,0.54,1.16,APPROVED,0.0,2,47,117,0.9,163,Core Reviewer
microsoft/PowerToys,44704,vanzue,moooyo,0.51,0.74,APPROVED,0.0,2,8,126,0.83,211,Core Reviewer
microsoft/PowerToys,44703,lei9444,github-advanced-security,0.0,1.56,COMMENTED,0.0204,4,49,117,0.9,163,Core Reviewer
microsoft/PowerToys,44699,shuaiyuanxx,copilot-pull-request-reviewer,2.11,4.01,COMMENTED,1.6667,2,3,65,0.77,111,Core Reviewer
microsoft/PowerToys,44695,lei9444,yeelam-gordon,0.02,1.52,APPROVED,0.0,2,2,117,0.9,163,Core Reviewer
microsoft/PowerToys,44694,yeelam-gordon,copilot-pull-request-reviewer,0.1,0.94,COMMENTED,0.0,2,2,105,0.52,243,Core Reviewer
microsoft/PowerToys,44691,michaeljolley,niels9001,17.24,29.75,COMMENTED,0.1111,5,9,51,0.75,197,Core Reviewer
microsoft/PowerToys,44687,lei9444,vanzue,13.94,14.59,APPROVED,0.0,1,29,117,0.9,163,Core Reviewer
microsoft/PowerToys,44676,lei9444,github-advanced-security,0.0,3.08,COMMENTED,0.0066,3,454,117,0.9,163,Core Reviewer
microsoft/PowerToys,44674,vanzue,shuaiyuanxx,0.35,24.38,APPROVED,0.0,5,2,126,0.83,211,Core Reviewer
microsoft/PowerToys,44661,vanzue,moooyo,0.0,18.88,APPROVED,0.0,1,37,126,0.83,211,Core Reviewer
microsoft/PowerToys,44658,tokenicrat,niels9001,4.77,100.71,CHANGES_REQUESTED,0.1667,7,6,1,1.0,0,Novice
microsoft/PowerToys,44640,Jaylyn-Barbee,niels9001,0.46,1.01,APPROVED,0.0,1,15,35,0.74,14,Core Reviewer
microsoft/PowerToys,44639,yeelam-gordon,copilot-pull-request-reviewer,0.09,682.59,COMMENTED,0.0041,18,3148,105,0.52,243,Core Reviewer
microsoft/PowerToys,44638,niels9001,copilot-pull-request-reviewer,61.06,139.28,COMMENTED,0.0074,3,1485,82,0.91,170,Core Reviewer
microsoft/PowerToys,44628,shuaiyuanxx,vanzue,1.36,1.37,APPROVED,0.0062,2,162,65,0.77,111,Core Reviewer
microsoft/PowerToys,44627,yeelam-gordon,github-advanced-security,0.06,1.26,COMMENTED,0.0127,4,79,105,0.52,243,Core Reviewer
microsoft/PowerToys,44626,shuaiyuanxx,copilot-pull-request-reviewer,0.04,0.78,COMMENTED,0.0,3,4,65,0.77,111,Core Reviewer
microsoft/PowerToys,44622,zadjii-msft,jiripolasek,0.1,6.08,APPROVED,0.0,2,2,124,0.91,241,Core Reviewer
microsoft/PowerToys,44621,jiripolasek,niels9001,0.94,6.27,APPROVED,0.0,3,24,232,0.9,61,Core Reviewer
microsoft/PowerToys,44620,jiripolasek,niels9001,0.27,1.58,APPROVED,0.0,4,17,232,0.9,61,Core Reviewer
microsoft/PowerToys,44610,yeelam-gordon,github-advanced-security,0.0,1.74,COMMENTED,0.0061,4,1810,105,0.52,243,Core Reviewer
microsoft/PowerToys,44609,shuaiyuanxx,vanzue,0.13,1.48,APPROVED,0.0,4,47,65,0.77,111,Core Reviewer
microsoft/PowerToys,44605,yeelam-gordon,lei9444,0.14,0.82,APPROVED,0.0915,3,164,105,0.52,243,Core Reviewer
microsoft/PowerToys,44603,yeelam-gordon,copilot-pull-request-reviewer,0.05,1.63,COMMENTED,0.0455,3,22,105,0.52,243,Core Reviewer
microsoft/PowerToys,44602,vanzue,copilot-pull-request-reviewer,2.94,3.78,COMMENTED,0.0,2,43,126,0.83,211,Core Reviewer
microsoft/PowerToys,44601,lei9444,yeelam-gordon,0.45,2.9,APPROVED,0.0464,2,151,117,0.9,163,Core Reviewer
microsoft/PowerToys,44594,jiripolasek,github-advanced-security,0.06,512.53,COMMENTED,0.0013,6,778,232,0.9,61,Core Reviewer
microsoft/PowerToys,44588,vanzue,niels9001,0.08,13.13,APPROVED,0.0007,8,1428,126,0.83,211,Core Reviewer
microsoft/PowerToys,44581,vanzue,jiripolasek,0.75,20.05,COMMENTED,0.0159,7,126,126,0.83,211,Core Reviewer
microsoft/PowerToys,44580,vanzue,zadjii-msft,9.46,18.29,APPROVED,0.0278,3,36,126,0.83,211,Core Reviewer
microsoft/PowerToys,44574,lei9444,khmyznikov,12.86,12.87,APPROVED,0.0,2,11,117,0.9,163,Core Reviewer
microsoft/PowerToys,44567,Jaylyn-Barbee,niels9001,51.57,70.61,APPROVED,0.0,4,94,35,0.74,14,Core Reviewer
microsoft/PowerToys,44563,jiripolasek,niels9001,5.7,50.67,COMMENTED,0.3333,4,3,232,0.9,61,Core Reviewer
microsoft/PowerToys,44556,jiripolasek,Jay-o-Way,12.21,64.65,COMMENTED,0.0497,14,161,232,0.9,61,Core Reviewer
microsoft/PowerToys,44547,jiripolasek,zadjii-msft,70.48,70.48,APPROVED,0.0046,2,651,232,0.9,61,Core Reviewer
microsoft/PowerToys,44545,jiripolasek,michaeljolley,417.93,562.0,APPROVED,0.0,4,388,232,0.9,61,Core Reviewer
microsoft/PowerToys,44542,jiripolasek,niels9001,66.03,68.73,APPROVED,0.0,2,5,232,0.9,61,Core Reviewer
microsoft/PowerToys,44540,jiripolasek,zadjii-msft,73.51,73.51,APPROVED,0.0339,3,59,232,0.9,61,Core Reviewer
microsoft/PowerToys,44538,jiripolasek,github-advanced-security,0.06,674.63,COMMENTED,0.0021,12,1436,232,0.9,61,Core Reviewer
microsoft/PowerToys,44533,vanzue,github-advanced-security,0.0,5.61,COMMENTED,0.0453,7,287,126,0.83,211,Core Reviewer
microsoft/PowerToys,44529,artickc,niels9001,10.01,10.02,APPROVED,0.0,4,3,3,0.67,0,Noisy Author
microsoft/PowerToys,44520,vanzue,jiripolasek,0.82,3.76,APPROVED,0.0,4,2570,126,0.83,211,Core Reviewer
microsoft/PowerToys,44517,RubenFricke,jiripolasek,0.0,50.47,CHANGES_REQUESTED,1.0,12,4,3,1.0,0,Reliable Author
microsoft/PowerToys,44466,moooyo,github-advanced-security,0.03,212.62,COMMENTED,0.013,7,770,89,0.87,111,Core Reviewer
microsoft/PowerToys,44457,RubenFricke,niels9001,16.66,134.2,APPROVED,0.1667,6,6,3,1.0,0,Reliable Author
microsoft/PowerToys,44446,vanzue,lei9444,109.51,181.52,APPROVED,0.05,2,20,126,0.83,211,Core Reviewer
microsoft/PowerToys,44440,Memphizzz,copilot-pull-request-reviewer,197.78,307.44,COMMENTED,0.0377,9,106,1,1.0,0,Novice
microsoft/PowerToys,44392,artickc,niels9001,11.45,303.95,APPROVED,1.0,4,1,3,0.67,0,Noisy Author
microsoft/PowerToys,44304,snickler,copilot-pull-request-reviewer,35.72,1051.66,COMMENTED,0.0635,15,520,21,0.9,11,Core Reviewer
microsoft/PowerToys,44283,mikeclayton,vanzue,343.95,509.5,APPROVED,0.0003,8,3527,11,0.91,0,Reliable Author
microsoft/PowerToys,44278,jiripolasek,github-advanced-security,0.06,1088.03,COMMENTED,0.0296,8,270,232,0.9,61,Core Reviewer
microsoft/PowerToys,44242,Jaylyn-Barbee,github-advanced-security,0.06,1174.13,COMMENTED,0.1917,36,313,35,0.74,14,Core Reviewer
microsoft/PowerToys,44241,Jaylyn-Barbee,github-advanced-security,0.07,586.51,COMMENTED,0.0444,7,135,35,0.74,14,Core Reviewer
microsoft/PowerToys,44140,jiripolasek,github-advanced-security,0.11,1254.99,COMMENTED,0.0051,13,2564,232,0.9,61,Core Reviewer
microsoft/PowerToys,44090,jiripolasek,github-advanced-security,0.06,1601.83,COMMENTED,0.0043,15,2766,232,0.9,61,Core Reviewer
microsoft/PowerToys,44047,shuaiyuanxx,lei9444,74.39,817.21,COMMENTED,0.0231,7,864,65,0.77,111,Core Reviewer
microsoft/PowerToys,43840,shuaiyuanxx,github-advanced-security,0.04,1055.93,COMMENTED,0.0045,16,5300,65,0.77,111,Core Reviewer
microsoft/PowerToys,43679,daverayment,chakrik73,1325.65,2079.5,APPROVED,0.0,3,8,45,0.84,6,Core Reviewer
microsoft/PowerToys,43542,mikehall-ms,github-advanced-security,937.15,1338.71,COMMENTED,0.0188,15,1862,11,1.0,0,Reliable Author
microsoft/PowerToys,43172,daverayment,chakrik73,1608.55,2763.52,APPROVED,0.0,10,22,45,0.84,6,Core Reviewer
microsoft/PowerToys,43073,vanzue,Jay-o-Way,674.21,2173.39,COMMENTED,0.0093,24,970,126,0.83,211,Core Reviewer
microsoft/PowerToys,42986,ruthiesun,copilot-pull-request-reviewer,2089.82,2969.8,COMMENTED,0.0714,10,56,1,1.0,0,Novice
microsoft/PowerToys,42845,safocl,copilot-pull-request-reviewer,1233.04,1739.58,COMMENTED,0.0625,9,16,1,1.0,0,Novice
microsoft/PowerToys,42642,moooyo,github-advanced-security,0.0,2541.45,COMMENTED,0.007,113,20903,89,0.87,111,Core Reviewer
microsoft/PowerToys,42624,YexuanXiao,github-advanced-security,0.06,1891.94,COMMENTED,0.0105,31,1428,1,1.0,0,Novice
microsoft/PowerToys,42472,weikequ,copilot-pull-request-reviewer,1369.04,2839.07,COMMENTED,0.0214,30,374,1,1.0,0,Novice
microsoft/PowerToys,42440,copilot-swe-agent,davidegiacometti,0.59,2847.03,COMMENTED,0.0472,12,106,0,0.0,0,Novice
microsoft/PowerToys,41539,shuaiyuanxx,copilot-pull-request-reviewer,0.01,3002.7,COMMENTED,0.1042,6,48,65,0.77,111,Core Reviewer
microsoft/PowerToys,41366,snickler,copilot-pull-request-reviewer,2964.57,4136.69,COMMENTED,0.0,9,9,21,0.9,11,Core Reviewer
microsoft/PowerToys,40720,fm-sys,github-advanced-security,0.05,4083.97,COMMENTED,0.0278,28,503,1,1.0,0,Novice
microsoft/PowerToys,40105,Darkace01,copilot-pull-request-reviewer,11.55,4812.55,COMMENTED,0.1064,26,47,1,1.0,0,Novice
microsoft/PowerToys,37651,Youssef1313,github-advanced-security,0.06,8465.33,COMMENTED,0.0057,23,1392,3,0.67,0,Noisy Author
microsoft/PowerToys,33321,HO-COOH,github-advanced-security,9336.88,13838.28,COMMENTED,0.0698,39,172,1,1.0,0,Novice
PowerShell/PowerShell,26920,TravisEz13,copilot-pull-request-reviewer,0.08,0.85,COMMENTED,0.0455,2,110,276,0.88,367,Core Reviewer
PowerShell/PowerShell,26917,daxian-dbw,copilot-pull-request-reviewer,0.04,0.24,COMMENTED,0.0,2,42,139,0.96,272,Core Reviewer
PowerShell/PowerShell,26912,anamnavi,copilot-pull-request-reviewer,0.05,1.2,COMMENTED,0.0714,2,42,31,0.71,2,Noisy Author
PowerShell/PowerShell,26911,adityapatwardhan,TravisEz13,0.03,0.42,APPROVED,0.0,2,23,192,0.95,200,Core Reviewer
PowerShell/PowerShell,26910,TravisEz13,copilot-pull-request-reviewer,0.06,0.52,COMMENTED,0.1304,3,23,276,0.88,367,Core Reviewer
PowerShell/PowerShell,26901,pwshBot,TravisEz13,21.93,21.93,APPROVED,0.0,1,20,255,0.73,0,Noisy Author
PowerShell/PowerShell,26892,TravisEz13,copilot-pull-request-reviewer,0.1,0.7,COMMENTED,0.0427,3,117,276,0.88,367,Core Reviewer
PowerShell/PowerShell,26891,TravisEz13,copilot-pull-request-reviewer,0.13,3.85,COMMENTED,0.0033,3,1530,276,0.88,367,Core Reviewer
PowerShell/PowerShell,26889,daxian-dbw,copilot-pull-request-reviewer,0.06,0.15,COMMENTED,0.0,2,11,139,0.96,272,Core Reviewer
PowerShell/PowerShell,26888,daxian-dbw,copilot-pull-request-reviewer,0.06,1.52,COMMENTED,1.0,2,1,139,0.96,272,Core Reviewer
PowerShell/PowerShell,26887,daxian-dbw,copilot-pull-request-reviewer,0.05,0.24,COMMENTED,0.125,2,8,139,0.96,272,Core Reviewer
PowerShell/PowerShell,26886,TravisEz13,copilot-pull-request-reviewer,0.0,27.32,COMMENTED,0.0085,2,117,276,0.88,367,Core Reviewer
PowerShell/PowerShell,26885,jshigetomi,copilot-pull-request-reviewer,0.06,21.28,COMMENTED,0.3636,2,11,97,0.76,107,Core Reviewer
PowerShell/PowerShell,26884,daxian-dbw,copilot-pull-request-reviewer,0.09,1.12,COMMENTED,0.1538,2,13,139,0.96,272,Core Reviewer
PowerShell/PowerShell,26883,TravisEz13,copilot-pull-request-reviewer,0.24,0.43,COMMENTED,0.0,2,8,276,0.88,367,Core Reviewer
PowerShell/PowerShell,26882,daxian-dbw,copilot-pull-request-reviewer,0.05,0.36,COMMENTED,0.0667,2,15,139,0.96,272,Core Reviewer
PowerShell/PowerShell,26881,copilot-swe-agent,TravisEz13,0.56,1.28,APPROVED,0.1071,3,56,0,0.0,0,Novice
